Entry,Majority protein IDs,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
P18615,sp|P18615|NELFE_HUMAN,5,4,3,2.0182,1.5684,1.8622,0.8609760365681101,0.0034616246120093,0.0179571776747983,reviewed,NELFE_HUMAN,Negative elongation factor E (NELF-E) (RNA-binding protein RD),NELFE RD RDBP,Homo sapiens (Human),380
P18621,sp|P18621|RL17_HUMAN,9,9,9,1.0367,0.95925,0.84508,-0.0785484349020044,0.3949421319579629,0.4875098423570537,reviewed,RL17_HUMAN,Large ribosomal subunit protein uL22 (60S ribosomal protein L17) (60S ribosomal protein L23) (PD-1),RPL17,Homo sapiens (Human),184
P19338,sp|P19338|NUCL_HUMAN,37,34,33,1.2505,1.2414,0.98789,0.2140377435424542,0.1366608956428179,0.21567852268613,reviewed,NUCL_HUMAN,Nucleolin (Protein C23),NCL,Homo sapiens (Human),710
P21127,sp|P21127|CD11B_HUMAN;sp|Q9UQ88|CD11A_HUMAN,7,6,9,1.5615,1.6846,1.2936,0.5976344613737262,0.0112768319261784,0.0350426919881576,reviewed,CD11B_HUMAN,Cyclin-dependent kinase 11B (EC 2.7.11.22) (Cell division cycle 2-like protein kinase 1) (CLK-1) (Cell division protein kinase 11B) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L1) (p58 CLK-1),CDK11B CDC2L1 CDK11 PITSLREA PK58,Homo sapiens (Human),795
Q9UQ88,sp|P21127|CD11B_HUMAN;sp|Q9UQ88|CD11A_HUMAN,7,6,9,1.5615,1.6846,1.2936,0.5976344613737262,0.0112768319261784,0.0350426919881576,reviewed,CD11A_HUMAN,Cyclin-dependent kinase 11A (EC 2.7.11.22) (Cell division cycle 2-like protein kinase 2) (Cell division protein kinase 11A) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L2),CDK11A CDC2L2 CDC2L3 PITSLREB,Homo sapiens (Human),783
P21333,sp|P21333|FLNA_HUMAN,3,3,5,1.0813,0.52572,0.97221,-0.2180220711131726,0.4555978261214076,0.5460594883476799,reviewed,FLNA_HUMAN,Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin),FLNA FLN FLN1,Homo sapiens (Human),2647
P22087,sp|P22087|FBRL_HUMAN,10,10,9,0.72748,0.86902,1.1233,-0.141461933663464,0.4651333114082694,0.5544856710504326,reviewed,FBRL_HUMAN,rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (34 kDa nucleolar scleroderma antigen) (Histone-glutamine methyltransferase) (U6 snRNA 2'-O-methyltransferase fibrillarin),FBL FIB1 FLRN,Homo sapiens (Human),321
P22102,sp|P22102|PUR2_HUMAN,15,8,8,1.007,1.0107,0.87949,-0.0503081999342656,0.4713723179416971,0.5599127354441625,reviewed,PUR2_HUMAN,Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)],GART PGFT PRGS,Homo sapiens (Human),1010
P22626,sp|P22626|ROA2_HUMAN,15,14,16,1.8717,1.7808,2.0255,0.9204203483411484,0.0002356049123322,0.0041280685647165,reviewed,ROA2_HUMAN,Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1),HNRNPA2B1 HNRPA2B1,Homo sapiens (Human),353
P23193,sp|P23193|TCEA1_HUMAN,5,3,3,2.2711,2.1537,1.8198,1.0576466617448343,0.0013236022773249,0.0093497011930184,reviewed,TCEA1_HUMAN,Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1) (Transcription elongation factor TFIIS.o),TCEA1 GTF2S TFIIS,Homo sapiens (Human),301
P23246,sp|P23246|SFPQ_HUMAN,14,14,12,1.4383,1.228,1.1538,0.3486479039314324,0.0326381147453957,0.0750719138785221,reviewed,SFPQ_HUMAN,"Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein) (hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)",SFPQ PSF,Homo sapiens (Human),707
P23258,sp|P23258|TBG1_HUMAN;sp|Q9NRH3|TBG2_HUMAN,3,4,4,1.1327,0.94679,0.94012,0.0093997284983392,0.9224925834199886,0.9497508309602182,reviewed,TBG1_HUMAN,Tubulin gamma-1 chain (Gamma-1-tubulin) (Gamma-tubulin complex component 1) (GCP-1),TUBG1 TUBG,Homo sapiens (Human),451
Q9NRH3,sp|P23258|TBG1_HUMAN;sp|Q9NRH3|TBG2_HUMAN,3,4,4,1.1327,0.94679,0.94012,0.0093997284983392,0.9224925834199886,0.9497508309602182,reviewed,TBG2_HUMAN,Tubulin gamma-2 chain (Gamma-2-tubulin),TUBG2,Homo sapiens (Human),451
P23396,sp|P23396|RS3_HUMAN,17,17,17,0.78021,0.81369,0.76069,-0.3494866325869439,0.0001552592311985,0.0031240039247216,reviewed,RS3_HUMAN,Small ribosomal subunit protein uS3 (40S ribosomal protein S3) (EC 4.2.99.18),RPS3 OK/SW-cl.26,Homo sapiens (Human),243
P23588,sp|P23588|IF4B_HUMAN,6,5,7,2.5259,2.2713,1.3983,1.0462582172237267,0.035538518375302,0.079186497319465,reviewed,IF4B_HUMAN,Eukaryotic translation initiation factor 4B (eIF-4B),EIF4B,Homo sapiens (Human),611
P25205,sp|P25205|MCM3_HUMAN,9,4,5,0.78872,0.83432,0.83093,-0.2898448886868344,0.0002424618584697,0.0041280685647165,reviewed,MCM3_HUMAN,DNA replication licensing factor MCM3 (EC 3.6.4.12) (DNA polymerase alpha holoenzyme-associated protein P1) (P1-MCM3) (RLF subunit beta) (p102),MCM3,Homo sapiens (Human),808
P25440,sp|P25440|BRD2_HUMAN,3,5,2,2.1554,1.9108,2.8743,1.2100770989032086,0.0104766459174245,0.0334446773517782,reviewed,BRD2_HUMAN,Bromodomain-containing protein 2 (O27.1.1),BRD2 KIAA9001 RING3,Homo sapiens (Human),801
P25705,sp|P25705|ATPA_HUMAN,12,15,12,0.89877,0.8735,1.0785,-0.0736108533234563,0.4838322132171239,0.5716451771817976,reviewed,ATPA_HUMAN,"ATP synthase subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)",ATP5F1A ATP5A ATP5A1 ATP5AL2 ATPM,Homo sapiens (Human),553
P25789,sp|P25789|PSA4_HUMAN,5,5,4,1.4484,1.0628,0.72982,0.1114854226843009,0.7184953857749545,0.7859652984424543,reviewed,PSA4_HUMAN,Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L),PSMA4 HC9 PSC9,Homo sapiens (Human),261
P26368,sp|P26368|U2AF2_HUMAN,9,7,7,2.1905,1.6111,1.3975,0.7932994037030514,0.0364223200624765,0.0803469120315098,reviewed,U2AF2_HUMAN,Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (hU2AF(65)) (hU2AF65) (U2 snRNP auxiliary factor large subunit),U2AF2 U2AF65,Homo sapiens (Human),475
P26373,sp|P26373|RL13_HUMAN,6,8,8,1.0523,1.1716,0.80518,0.0139171804425539,0.9327360083928008,0.95429385142191,reviewed,RL13_HUMAN,Large ribosomal subunit protein eL13 (60S ribosomal protein L13) (Breast basic conserved protein 1),RPL13 BBC1 OK/SW-cl.46,Homo sapiens (Human),211
P26599,sp|P26599|PTBP1_HUMAN,5,8,7,1.5522,1.4858,1.3685,0.5546707043933775,0.0009484933256554,0.0078724946029405,reviewed,PTBP1_HUMAN,Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I),PTBP1 PTB,Homo sapiens (Human),557
P26640,sp|P26640|SYVC_HUMAN,9,6,5,0.96924,1.1013,0.94027,0.0051891675849954,0.945529050770219,0.964410583274079,reviewed,SYVC_HUMAN,Valine--tRNA ligase (EC 6.1.1.9) (Protein G7a) (Valyl-tRNA synthetase) (ValRS),VARS1 G7A VARS VARS2,Homo sapiens (Human),1264
P26641,sp|P26641|EF1G_HUMAN,9,10,11,0.8858,0.84973,0.8968,-0.1886221379702053,0.0009952011515192,0.0081581921556638,reviewed,EF1G_HUMAN,Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma),EEF1G EF1G PRO1608,Homo sapiens (Human),437
P27635,sp|P27635|RL10_HUMAN,8,9,8,0.93611,0.93217,0.8037,-0.1670532915651807,0.0657859610970178,0.1239208158003075,reviewed,RL10_HUMAN,Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (Laminin receptor homolog) (Protein QM) (Ribosomal protein L10) (Tumor suppressor QM),RPL10 DXS648E QM,Homo sapiens (Human),214
P27708,sp|P27708|PYR1_HUMAN,9,10,7,1.1057,0.94478,0.79391,-0.0768432113998768,0.5953517418538914,0.677817464101882,reviewed,PYR1_HUMAN,Multifunctional protein CAD (Carbamoyl phosphate synthetase 2-aspartate transcarbamylase-dihydroorotase) [Includes: Glutamine-dependent carbamoyl phosphate synthase (EC 6.3.5.5); Glutamine amidotransferase (GATase) (GLNase) (EC 3.5.1.2); Ammonium-dependent carbamoyl phosphate synthase (CPS) (CPSase) (EC 6.3.4.16); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)],CAD,Homo sapiens (Human),2225
P28288,sp|P28288|ABCD3_HUMAN,7,8,7,0.69699,0.89831,1.0019,-0.2080053862434286,0.2080133378682637,0.2981734750669771,reviewed,ABCD3_HUMAN,ATP-binding cassette sub-family D member 3 (EC 3.1.2.-) (EC 7.6.2.-) (70 kDa peroxisomal membrane protein) (PMP70),ABCD3 PMP70 PXMP1,Homo sapiens (Human),659
P29084,sp|P29084|T2EB_HUMAN,8,7,6,2.2233,2.0408,1.7648,1.0069322991968086,0.0016278446884961,0.0104940667297226,reviewed,T2EB_HUMAN,Transcription initiation factor IIE subunit beta (TFIIE-beta) (General transcription factor IIE subunit 2),GTF2E2 TF2E2,Homo sapiens (Human),291
P30041,sp|P30041|PRDX6_HUMAN,6,6,7,2.0656,1.8565,1.0215,0.7205995148993282,0.1120511966190528,0.1837086285309903,reviewed,PRDX6_HUMAN,Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Glutathione-dependent peroxiredoxin) (Liver 2D page spot 40) (Lysophosphatidylcholine acyltransferase 5) (LPC acyltransferase 5) (LPCAT-5) (Lyso-PC acyltransferase 5) (EC 2.3.1.23) (Non-selenium glutathione peroxidase) (NSGPx) (Red blood cells page spot 12),PRDX6 AOP2 KIAA0106,Homo sapiens (Human),224
P30050,sp|P30050|RL12_HUMAN,4,3,4,0.57148,0.52893,0.87335,-0.6040159252429338,0.0343373973710348,0.0773582917494784,reviewed,RL12_HUMAN,Large ribosomal subunit protein uL11 (60S ribosomal protein L12),RPL12,Homo sapiens (Human),165
P30414,sp|P30414|NKTR_HUMAN,10,13,12,1.4784,1.5912,1.1138,0.4797134485939327,0.0520029026395268,0.1062459303158332,reviewed,NKTR_HUMAN,NK-tumor recognition protein (NK-TR protein) (Natural-killer cells cyclophilin-related protein) (Peptidyl-prolyl cis-trans isomerase NKTR) (PPIase) (EC 5.2.1.8) (Rotamase),NKTR,Homo sapiens (Human),1462
P31942,sp|P31942|HNRH3_HUMAN,3,2,4,2.0514,1.4982,1.8672,0.8524783236423867,0.0077428154854552,0.0276410187222704,reviewed,HNRH3_HUMAN,Heterogeneous nuclear ribonucleoprotein H3 (hnRNP H3) (Heterogeneous nuclear ribonucleoprotein 2H9) (hnRNP 2H9),HNRNPH3 HNRPH3,Homo sapiens (Human),346
P31943,sp|P31943|HNRH1_HUMAN,3,3,4,0.99099,1.0845,1.1204,0.091255251979787,0.1657347444313825,0.2501087961419045,reviewed,HNRH1_HUMAN,"Heterogeneous nuclear ribonucleoprotein H (hnRNP H) [Cleaved into: Heterogeneous nuclear ribonucleoprotein H, N-terminally processed]",HNRNPH1 HNRPH HNRPH1,Homo sapiens (Human),449
P32969,sp|P32969|RL9_HUMAN,10,10,10,0.66162,0.80721,0.8066,-0.398823295960307,0.0075586456532154,0.0274044451582256,reviewed,RL9_HUMAN,Large ribosomal subunit protein uL6 (60S ribosomal protein L9),RPL9 OK/SW-cl.103; RPL9P7; RPL9P8; RPL9P9,Homo sapiens (Human),192
P33991,sp|P33991|MCM4_HUMAN,5,7,5,0.61554,0.73848,0.72662,-0.5279351344676121,0.0014385511650694,0.0097469180980212,reviewed,MCM4_HUMAN,DNA replication licensing factor MCM4 (EC 3.6.4.12) (CDC21 homolog) (P1-CDC21),MCM4 CDC21,Homo sapiens (Human),863
P33992,sp|P33992|MCM5_HUMAN,2,4,7,0.73542,0.97616,0.96183,-0.1662813913080668,0.2351396655648605,0.3287005009159313,reviewed,MCM5_HUMAN,DNA replication licensing factor MCM5 (EC 3.6.4.12) (CDC46 homolog) (P1-CDC46),MCM5 CDC46,Homo sapiens (Human),734
P33993,sp|P33993|MCM7_HUMAN,9,9,13,0.74737,0.80538,0.86801,-0.3095024465694035,0.005180986545487,0.0219119430968368,reviewed,MCM7_HUMAN,DNA replication licensing factor MCM7 (EC 3.6.4.12) (CDC47 homolog) (P1.1-MCM3),MCM7 CDC47 MCM2,Homo sapiens (Human),719
P35251,sp|P35251|RFC1_HUMAN,9,13,7,0.98979,0.84306,0.98748,-0.0890985219590113,0.284718182065259,0.3826981232618056,reviewed,RFC1_HUMAN,Replication factor C subunit 1 (Activator 1 140 kDa subunit) (A1 140 kDa subunit) (Activator 1 large subunit) (Activator 1 subunit 1) (DNA-binding protein PO-GA) (Replication factor C 140 kDa subunit) (RF-C 140 kDa subunit) (RFC140) (Replication factor C large subunit),RFC1 RFC140,Homo sapiens (Human),1148
P35579,sp|P35579|MYH9_HUMAN,5,8,9,0.79321,0.73852,0.71644,-0.4162113686837284,0.0003905368937453,0.0048927641027715,reviewed,MYH9_HUMAN,"Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)",MYH9,Homo sapiens (Human),1960
P35606,sp|P35606|COPB2_HUMAN,2,4,3,1.2409,0.75078,0.60368,-0.2090278333548124,0.5223839695616368,0.6064037688617602,reviewed,COPB2_HUMAN,Coatomer subunit beta' (Beta'-coat protein) (Beta'-COP) (p102),COPB2,Homo sapiens (Human),906
P35637,sp|P35637|FUS_HUMAN,3,3,4,2.1341,1.5023,1.7337,0.8399864530688268,0.0128381677486054,0.0391034100232754,reviewed,FUS_HUMAN,RNA-binding protein FUS (75 kDa DNA-pairing protein) (Oncogene FUS) (Oncogene TLS) (POMp75) (Translocated in liposarcoma protein),FUS TLS,Homo sapiens (Human),526
P36578,sp|P36578|RL4_HUMAN,15,17,15,0.99505,0.9404,0.91372,-0.0744207959284837,0.1036020146735216,0.1750425896774004,reviewed,RL4_HUMAN,Large ribosomal subunit protein uL4 (60S ribosomal protein L1) (60S ribosomal protein L4),RPL4 RPL1,Homo sapiens (Human),427
P37802,sp|P37802|TAGL2_HUMAN,12,14,13,2.5829,2.1886,1.8746,1.1475454998650196,0.0040496727156162,0.018936497768797,reviewed,TAGL2_HUMAN,Transgelin-2 (Epididymis tissue protein Li 7e) (SM22-alpha homolog),TAGLN2 KIAA0120 CDABP0035,Homo sapiens (Human),199
P38159,sp|P38159|RBMX_HUMAN;sp|Q96E39|RMXL1_HUMAN,2,3,5,1.8741,1.4473,2.0456,0.8391533873898211,0.0113724814213363,0.0350426919881576,reviewed,RBMX_HUMAN,"RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]",RBMX HNRPG RBMXP1,Homo sapiens (Human),391
Q96E39,sp|P38159|RBMX_HUMAN;sp|Q96E39|RMXL1_HUMAN,2,3,5,1.8741,1.4473,2.0456,0.8391533873898211,0.0113724814213363,0.0350426919881576,reviewed,RMXL1_HUMAN,"RNA binding motif protein, X-linked-like-1 (Heterogeneous nuclear ribonucleoprotein G-like 1)",RBMXL1,Homo sapiens (Human),390
P38398,sp|P38398|BRCA1_HUMAN,5,6,7,0.91849,0.59877,0.68371,-0.4468230198016324,0.0495339211332506,0.102462690443858,reviewed,BRCA1_HUMAN,Breast cancer type 1 susceptibility protein (EC 2.3.2.27) (RING finger protein 53) (RING-type E3 ubiquitin transferase BRCA1),BRCA1 RNF53,Homo sapiens (Human),1863
P38432,sp|P38432|COIL_HUMAN,11,13,14,0.87471,0.73727,0.77355,-0.3306526712092171,0.0075930904211464,0.0274044451582256,reviewed,COIL_HUMAN,Coilin (p80-coilin),COIL CLN80,Homo sapiens (Human),576
P38919,sp|P38919|IF4A3_HUMAN,6,10,9,0.7727,0.78885,0.89,-0.2912683146568334,0.0075940028751709,0.0274044451582256,reviewed,IF4A3_HUMAN,"Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic initiation factor 4A-like NUK-34) (Eukaryotic translation initiation factor 4A isoform 3) (Nuclear matrix protein 265) (NMP 265) (hNMP 265) [Cleaved into: Eukaryotic initiation factor 4A-III, N-terminally processed]",EIF4A3 DDX48 KIAA0111,Homo sapiens (Human),411
P39023,sp|P39023|RL3_HUMAN,10,13,12,0.76627,0.77902,0.86971,-0.3129393116601076,0.003910485521072,0.0188264681466775,reviewed,RL3_HUMAN,Large ribosomal subunit protein uL3 (60S ribosomal protein L3) (HIV-1 TAR RNA-binding protein B) (TARBP-B),RPL3 OK/SW-cl.32,Homo sapiens (Human),403
P39748,sp|P39748|FEN1_HUMAN,4,3,2,1.3293,1.1353,0.97049,0.1953853976971,0.2344777842278806,0.3284667694669045,reviewed,FEN1_HUMAN,Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (DNase IV) (Flap structure-specific endonuclease 1) (Maturation factor 1) (MF1) (hFEN-1),FEN1 RAD2,Homo sapiens (Human),380
P40227,sp|P40227|TCPZ_HUMAN,10,9,9,0.78531,0.74834,1.0795,-0.1991725601256038,0.2858254326742401,0.3834102773650412,reviewed,TCPZ_HUMAN,T-complex protein 1 subunit zeta (TCP-1-zeta) (Acute morphine dependence-related protein 2) (CCT-zeta-1) (Chaperonin containing T-complex polypeptide 1 subunit 6A) (HTR3) (Tcp20),CCT6A CCT6 CCTZ,Homo sapiens (Human),531
P41091,sp|P41091|IF2G_HUMAN;sp|Q2VIR3|IF2GL_HUMAN,5,4,6,0.79087,0.95114,0.82047,-0.2274217562058702,0.0414723043161679,0.0896990555893664,reviewed,IF2G_HUMAN,Eukaryotic translation initiation factor 2 subunit 3 (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma X) (eIF2-gamma X) (eIF2gX),EIF2S3 EIF2G,Homo sapiens (Human),472
Q2VIR3,sp|P41091|IF2G_HUMAN;sp|Q2VIR3|IF2GL_HUMAN,5,4,6,0.79087,0.95114,0.82047,-0.2274217562058702,0.0414723043161679,0.0896990555893664,reviewed,IF2GL_HUMAN,Eukaryotic translation initiation factor 2 subunit 3B (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma A) (eIF-2-gamma A) (eIF-2gA),EIF2S3B,Homo sapiens (Human),472
P41252,sp|P41252|SYIC_HUMAN,14,16,18,0.92194,0.95691,0.8675,-0.1274470037549024,0.031369240166155,0.0730598025613006,reviewed,SYIC_HUMAN,"Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)",IARS1 IARS,Homo sapiens (Human),1262
P42167,sp|P42167|LAP2B_HUMAN,9,8,9,1.6215,1.3077,1.2969,0.4943644046958497,0.0184671545271348,0.0517392008692722,reviewed,LAP2B_HUMAN,"Lamina-associated polypeptide 2, isoforms beta/gamma (Thymopoietin, isoforms beta/gamma) (TP beta/gamma) (Thymopoietin-related peptide isoforms beta/gamma) (TPRP isoforms beta/gamma) [Cleaved into: Thymopoietin (TP) (Splenin); Thymopentin (TP5)]",TMPO LAP2,Homo sapiens (Human),454
P42285,sp|P42285|MTREX_HUMAN,7,5,5,1.0458,0.89536,0.92906,-0.0638011781948509,0.3963157214329801,0.4882256753831146,reviewed,MTREX_HUMAN,Exosome RNA helicase MTR4 (EC 3.6.4.13) (ATP-dependent RNA helicase DOB1) (ATP-dependent RNA helicase SKIV2L2) (Superkiller viralicidic activity 2-like 2) (TRAMP-like complex helicase),MTREX DOB1 KIAA0052 MTR4 SKIV2L2,Homo sapiens (Human),1042
P42695,sp|P42695|CNDD3_HUMAN,4,4,4,0.82852,0.82949,0.76721,-0.3068468756842107,0.0007436470509056,0.0072807045095723,reviewed,CNDD3_HUMAN,Condensin-2 complex subunit D3 (Non-SMC condensin II complex subunit D3) (hCAP-D3),NCAPD3 CAPD3 KIAA0056,Homo sapiens (Human),1498
P42696,sp|P42696|RBM34_HUMAN,16,16,20,1.6345,1.5723,1.8606,0.7562832131283767,0.001410709418928,0.0097469180980212,reviewed,RBM34_HUMAN,RNA-binding protein 34 (RNA-binding motif protein 34),RBM34 KIAA0117,Homo sapiens (Human),430
P42704,sp|P42704|LPPRC_HUMAN,4,2,12,0.76018,0.92902,1.124,-0.092750378302698,0.5854722001064229,0.6679614104306955,reviewed,LPPRC_HUMAN,"Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (GP130)",LRPPRC LRP130,Homo sapiens (Human),1394
P43243,sp|P43243|MATR3_HUMAN,12,15,17,0.90437,0.90177,0.96075,-0.1166972111675822,0.0156251687731882,0.0455048774798113,reviewed,MATR3_HUMAN,Matrin-3,MATR3 KIAA0723,Homo sapiens (Human),847
P43246,sp|P43246|MSH2_HUMAN,5,4,3,0.87035,0.86335,0.49348,-0.4297443397156862,0.1072814913825457,0.1785336097193242,reviewed,MSH2_HUMAN,DNA mismatch repair protein Msh2 (hMSH2) (MutS protein homolog 2),MSH2,Homo sapiens (Human),934
P45880,sp|P45880|VDAC2_HUMAN,4,6,8,0.6613,0.69403,0.84941,-0.4443539686694943,0.0102711640806916,0.0329471156984505,reviewed,VDAC2_HUMAN,Voltage-dependent anion-selective channel protein 2 (VDAC-2) (hVDAC2) (Outer mitochondrial membrane protein porin 2),VDAC2,Homo sapiens (Human),294
P45973,sp|P45973|CBX5_HUMAN,4,5,3,1.0603,1.0324,1.6613,0.3234661494476309,0.2877201433431618,0.3851737402819747,reviewed,CBX5_HUMAN,Chromobox protein homolog 5 (Antigen p25) (Heterochromatin protein 1 homolog alpha) (HP1 alpha),CBX5 HP1A,Homo sapiens (Human),191
P46013,sp|P46013|KI67_HUMAN,89,109,101,0.96905,0.75652,0.90499,-0.1895925440849638,0.1220526847612156,0.1983426550481197,reviewed,KI67_HUMAN,Proliferation marker protein Ki-67 (Antigen identified by monoclonal antibody Ki-67) (Antigen KI-67) (Antigen Ki67),MKI67,Homo sapiens (Human),3256
P46063,sp|P46063|RECQ1_HUMAN,14,16,5,1.8236,1.7848,0.8392,0.568064542743667,0.2081979226211584,0.2981734750669771,reviewed,RECQ1_HUMAN,"ATP-dependent DNA helicase Q1 (EC 5.6.2.4) (DNA 3'-5' helicase Q1) (DNA helicase, RecQ-like type 1) (RecQ1) (DNA-dependent ATPase Q1) (RecQ protein-like 1)",RECQL RECQ1 RECQL1,Homo sapiens (Human),649
P46087,sp|P46087|NOP2_HUMAN,24,24,30,0.89675,0.85781,1.185,-0.0293622753614588,0.8547188569349641,0.8965771263899149,reviewed,NOP2_HUMAN,28S rRNA (cytosine(4447)-C(5))-methyltransferase (EC 2.1.1.-) (Nucleolar protein 1) (Nucleolar protein 2 homolog) (Proliferating-cell nucleolar antigen p120) (Proliferation-associated nucleolar protein p120),NOP2 NOL1 NSUN1,Homo sapiens (Human),812
P46777,sp|P46777|RL5_HUMAN,11,12,12,0.93284,0.76612,0.75385,-0.2905270167947211,0.0341959834907072,0.0773582917494784,reviewed,RL5_HUMAN,Large ribosomal subunit protein uL18 (60S ribosomal protein L5),RPL5 MSTP030,Homo sapiens (Human),297
P46781,sp|P46781|RS9_HUMAN,7,9,9,0.78972,0.77378,0.85087,-0.3133157159865171,0.0011461096667204,0.0086479183943455,reviewed,RS9_HUMAN,Small ribosomal subunit protein uS4 (40S ribosomal protein S9),RPS9,Homo sapiens (Human),194
P46782,sp|P46782|RS5_HUMAN,3,4,3,0.87365,1.3166,1.0731,0.1213912265754056,0.5307589640642344,0.6129112211106985,reviewed,RS5_HUMAN,"Small ribosomal subunit protein uS7 (40S ribosomal protein S5) [Cleaved into: Small ribosomal subunit protein uS7, N-terminally processed (40S ribosomal protein S5, N-terminally processed)]",RPS5,Homo sapiens (Human),204
P46977,sp|P46977|STT3A_HUMAN,6,3,2,0.65052,0.72988,0.98117,-0.3452162012453268,0.0996031134647584,0.1704548127335042,reviewed,STT3A_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (B5) (Integral membrane protein 1) (Transmembrane protein TMC),STT3A ITM1 TMC,Homo sapiens (Human),705
P48444,sp|P48444|COPD_HUMAN,4,2,6,0.96429,0.57375,0.80851,-0.3544212992582318,0.1274175183009788,0.2053525052229367,reviewed,COPD_HUMAN,Coatomer subunit delta (Archain) (Delta-coat protein) (Delta-COP),ARCN1 COPD,Homo sapiens (Human),511
P49327,sp|P49327|FAS_HUMAN,13,13,20,0.79662,0.80832,0.75184,-0.3481454081163104,0.0002387942486622,0.0041280685647165,reviewed,FAS_HUMAN,Fatty acid synthase (EC 2.3.1.85) (Type I fatty acid synthase) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Acyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)],FASN FAS,Homo sapiens (Human),2511
P49368,sp|P49368|TCPG_HUMAN,15,16,12,0.64967,0.77542,0.82406,-0.4155826203792051,0.0085406449847191,0.0286256673459438,reviewed,TCPG_HUMAN,T-complex protein 1 subunit gamma (TCP-1-gamma) (CCT-gamma) (Chaperonin containing T-complex polypeptide 1 subunit 3) (hTRiC5),CCT3 CCTG TRIC5,Homo sapiens (Human),545
