Entry,sgBCL2_R1,sgBCL2_R2,sgBCL2_R3,sgCtrl_R1,sgCtrl_R2,sgCtrl_R3,sgBCL2_PDS_R1,sgBCL2_PDS_R2,sgBCL2_PDS_R3,sgCtrl_PDS_R1,sgCtrl_PDS_R2,sgCtrl_PDS_R3,sgBCL2_Mean,sgCtrl_Mean,sgBCL2_PDS_Mean,sgCtrl_PDS_Mean,Log2FC,Pvalue,FDR,Log2FC_PDS,Pvalue_PDS,FDR_PDS,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
P33240,26.8740825653076,26.5285034179688,25.1094856262207,27.3661975860596,27.0296001434326,25.6730346679688,27.226188659668,24.3910007476807,26.3221683502197,26.632007598877,26.8740825653076,24.881103515625,26.170690536499034,26.689610799153666,25.979785919189467,26.129064559936534,-0.5189202626546319,0.5259484815224662,0.9742140838941091,-0.14927864074706676,0.8933817555943795,0.9402920655974131,reviewed,CSTF2_HUMAN,Cleavage stimulation factor subunit 2 (CF-1 64 kDa subunit) (Cleavage stimulation factor 64 kDa subunit) (CSTF 64 kDa subunit) (CstF-64),CSTF2,Homo sapiens (Human),577
P33316,24.632007598877,22.3936214447021,19.4209098815918,21.5068817138672,23.5869197845459,19.9640655517578,24.0442695617676,20.9957828521729,24.7945156097412,23.2678527832031,23.5403785705566,17.2442817687988,22.1488463083903,21.6859556833903,23.278189341227232,21.350837707519503,0.462890625,0.8136109171877969,0.9744879240508083,1.9273516337077297,0.46002696966792,0.7041245707701984,reviewed,DUT_HUMAN,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)",DUT,Homo sapiens (Human),252
P33991,26.6997528076172,26.0190315246582,25.0317058563232,26.8857650756836,26.2039642333984,26.0147819519043,25.7845668792725,26.6594886779785,27.0190315246582,26.8740825653076,26.4234218597412,25.1174354553223,25.9168300628662,26.368170420328767,26.487695693969737,26.13831329345703,-0.4513403574625663,0.45928078801319316,0.9742140838941091,0.34938240051270597,0.615079485470026,0.7796069198550124,reviewed,MCM4_HUMAN,DNA replication licensing factor MCM4 (EC 3.6.4.12) (CDC21 homolog) (P1-CDC21),MCM4 CDC21,Homo sapiens (Human),863
P33992,21.8839015960693,22.3250274658203,22.8968906402588,21.9530487060547,22.559175491333,20.2527923583984,23.5983257293701,21.4953498840332,25.0359058380127,22.287712097168,23.4040565490723,20.7955074310303,22.3686065673828,21.5883388519287,23.376527150472,22.162425359090204,0.780267715454098,0.35693149530773255,0.9742140838941091,1.2141017913817969,0.3951985846233112,0.7036062715682534,reviewed,MCM5_HUMAN,DNA replication licensing factor MCM5 (EC 3.6.4.12) (CDC46 homolog) (P1-CDC46),MCM5 CDC46,Homo sapiens (Human),734
P33993,27.4393634796143,26.5314807891846,26.2444515228271,29.4609985351563,26.9202537536621,26.4089221954346,27.3827800750732,26.5329685211182,29.3109474182129,27.8203125,27.0813159942627,26.4361896514893,26.738431930542003,27.596724828084334,27.742232004801433,27.112606048584,-0.8582928975423307,0.4433645526916909,0.9742140838941091,0.6296259562174349,0.5287569995629411,0.73120186166257,reviewed,MCM7_HUMAN,DNA replication licensing factor MCM7 (EC 3.6.4.12) (CDC47 homolog) (P1.1-MCM3),MCM7 CDC47 MCM2,Homo sapiens (Human),719
P35080,20.8710536956787,21.9489727020264,19.9009494781494,20.2225093841553,22.6275615692139,22.5914936065674,19.9545917510986,21.9297657012939,21.4156112670898,19.6216583251953,22.8129043579102,18.791202545166,20.906991958618168,21.813854853312197,21.099989573160766,20.40858840942383,-0.9068628946940294,0.4121268943864867,0.9742140838941091,0.6914011637369342,0.6382103290977732,0.793415868262822,reviewed,PROF2_HUMAN,Profilin-2 (Profilin II),PFN2,Homo sapiens (Human),140
P35232,28.5933475494385,28.1603870391846,27.8504314422607,30.3827800750732,28.1842346191406,27.0296001434326,28.6560821533203,27.2076930999756,30.1960105895996,28.4512042999268,28.931568145752,26.8504314422607,28.20138867696127,28.532204945882132,28.686595280965165,28.077734629313166,-0.3308162689208629,0.7589566027832326,0.9742140838941091,0.6088606516519981,0.5990426398560339,0.7692835039368549,reviewed,PHB1_HUMAN,Prohibitin 1,PHB1 PHB,Homo sapiens (Human),272
P35249,20.3715438842773,21.4648036956787,19.1779384613037,20.3840713500977,21.5598335266113,20.3968410491943,22.4467391967773,20.7896366119385,23.0227508544922,21.4173049926758,19.4817848205566,19.7804775238037,20.338095347086565,20.780248641967766,22.086375554402668,20.2265224456787,-0.4421532948812015,0.5951084293411779,0.9742140838941091,1.8598531087239678,0.10764923970177609,0.7036062715682534,reviewed,RFC4_HUMAN,Replication factor C subunit 4 (Activator 1 37 kDa subunit) (A1 37 kDa subunit) (Activator 1 subunit 4) (Replication factor C 37 kDa subunit) (RF-C 37 kDa subunit) (RFC37),RFC4,Homo sapiens (Human),363
P35250,21.1596832275391,20.3179378509521,22.9548244476318,23.9134216308594,20.5268669128418,19.2502193450928,20.3916912078857,22.3862609863281,22.6527900695801,19.303653717041,20.4952869415283,22.6714172363281,21.477481842040998,21.230169296264666,21.81024742126463,20.823452631632467,0.24731254577633166,0.8842072973702048,0.9747493766689096,0.9867947896321638,0.4629399929043981,0.7049963798000228,reviewed,RFC2_HUMAN,Replication factor C subunit 2 (Activator 1 40 kDa subunit) (A1 40 kDa subunit) (Activator 1 subunit 2) (Replication factor C 40 kDa subunit) (RF-C 40 kDa subunit) (RFC40),RFC2,Homo sapiens (Human),354
P35251,24.289119720459,25.384428024292,23.7285823822021,26.1213932037354,23.8575687408447,24.0274925231934,25.1565341949463,23.0359058380127,25.6458148956299,23.1046962738037,23.7695121765137,18.2875118255615,24.467376708984364,24.6688181559245,24.612751642862964,21.720573425292965,-0.20144144694013733,0.8292930382426866,0.9744879240508083,2.892178217569999,0.20336575642813975,0.7036062715682534,reviewed,RFC1_HUMAN,Replication factor C subunit 1 (Activator 1 140 kDa subunit) (A1 140 kDa subunit) (Activator 1 large subunit) (Activator 1 subunit 1) (DNA-binding protein PO-GA) (Replication factor C 140 kDa subunit) (RF-C 140 kDa subunit) (RFC140) (Replication factor C large subunit),RFC1 RFC140,Homo sapiens (Human),1148
P35268,25.3238868713379,23.6430625915527,22.7994651794434,25.8093128204346,24.8670291900635,23.3778247833252,24.6757297515869,23.0492630004883,25.1794967651367,24.2243499755859,24.4551296234131,19.1155319213867,23.92213821411133,24.684722264607768,24.3014965057373,22.5983371734619,-0.7625840504964359,0.49838554177033006,0.9742140838941091,1.7031593322754013,0.4110575092207446,0.7036062715682534,reviewed,RL22_HUMAN,Large ribosomal subunit protein eL22 (60S ribosomal protein L22) (EBER-associated protein) (EAP) (Epstein-Barr virus small RNA-associated protein) (Heparin-binding protein HBp15),RPL22,Homo sapiens (Human),128
P35269,24.8623065948486,25.384428024292,22.8423004150391,25.9293117523193,23.6864566802979,24.6375465393066,24.5165309906006,23.6208686828613,25.3910007476807,22.8112735748291,24.7845668792725,21.8764266967773,24.3630116780599,24.751104990641267,24.509466807047534,23.1574223836263,-0.3880933125813648,0.7207557362356279,0.9742140838941091,1.3520444234212334,0.24693041434220264,0.7036062715682534,reviewed,T2FA_HUMAN,General transcription factor IIF subunit 1 (General transcription factor IIF 74 kDa subunit) (Transcription initiation factor IIF subunit alpha) (TFIIF-alpha) (Transcription initiation factor RAP74),GTF2F1 RAP74,Homo sapiens (Human),517
P35453,25.720775604248,24.6264495849609,20.8801689147949,25.7181644439697,24.3511066436768,25.1603870391846,25.9868507385254,25.5869197845459,25.8093128204346,21.2302265167236,25.612455368042,21.6670913696289,23.742464701334598,25.076552708943698,25.794361114501967,22.83659108479817,-1.3340880076091004,0.4292160682939427,0.9742140838941091,2.9577700297037985,0.10190939727955979,0.7036062715682534,reviewed,HXD13_HUMAN,Homeobox protein Hox-D13 (Homeobox protein Hox-4I),HOXD13 HOX4I,Homo sapiens (Human),343
P35579,25.8456554412842,22.3211345672607,23.4298191070557,26.6594886779785,22.9846801757813,20.6411933898926,21.1311264038086,23.176456451416,23.8950424194336,22.5846290588379,22.8857650756836,18.5615177154541,23.865536371866867,23.428454081217467,22.734208424886067,21.343970616658535,0.43708229064939985,0.8406122830641136,0.9744879240508083,1.390237808227532,0.43951244493930214,0.7036062715682534,reviewed,MYH9_HUMAN,"Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)",MYH9,Homo sapiens (Human),1960
P35580,20.7670383453369,20.6972618103027,20.4381980895996,20.7890491485596,22.0438537597656,21.2413482666016,21.8668041229248,19.391918182373,21.8661727905273,20.4484481811523,21.4420757293701,18.774959564209,20.6341660817464,21.3580837249756,21.041631698608366,20.221827824910466,-0.7239176432291998,0.1297042458505138,0.9742140838941091,0.8198038736979001,0.50974245922871,0.7266844353357376,reviewed,MYH10_HUMAN,"Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)",MYH10,Homo sapiens (Human),1976
P35637,24.3910007476807,24.9450302124023,25.2606925964355,25.1603870391846,25.7542991638184,26.37451171875,26.8740825653076,25.3678646087646,26.8142108917236,24.6864566802979,26.5150279998779,24.4169960021973,24.865574518839498,25.763065973917666,26.3520526885986,25.2061602274577,-0.8974914550781676,0.10688615206949505,0.9742140838941091,1.1458924611408996,0.2360764446434671,0.7036062715682534,reviewed,FUS_HUMAN,RNA-binding protein FUS (75 kDa DNA-pairing protein) (Oncogene FUS) (Oncogene TLS) (POMp75) (Translocated in liposarcoma protein),FUS TLS,Homo sapiens (Human),526
P36542,24.498384475708,23.4425296783447,22.9441375732422,24.9494895935059,24.4861583709717,19.868558883667,24.2534961700439,23.3375606536865,26.931568145752,23.9846801757813,24.5983257293701,20.730655670166,23.62835057576497,23.10140228271486,24.840874989827466,23.104553858439132,0.5269482930501077,0.770167904360133,0.9742140838941091,1.7363211313883333,0.34241011662944615,0.7036062715682534,reviewed,ATPG_HUMAN,"ATP synthase subunit gamma, mitochondrial (ATP synthase F1 subunit gamma) (F-ATPase gamma subunit)",ATP5F1C ATP5C ATP5C1 ATP5CL1,Homo sapiens (Human),298
P36578,30.1842346191406,29.8843097686768,28.4707279205322,30.5754241943359,29.7864360809326,29.2238903045654,30.0216808319092,29.2557487487793,30.6022243499756,29.5754241943359,29.9539356231689,28.4823150634766,29.513090769449864,29.861916859944632,29.9598846435547,29.337224960327134,-0.348826090494768,0.6240091922885435,0.9742140838941091,0.6226596832275675,0.34992193951008205,0.7036062715682534,reviewed,RL4_HUMAN,Large ribosomal subunit protein uL4 (60S ribosomal protein L1) (60S ribosomal protein L4),RPL4 RPL1,Homo sapiens (Human),427
P36776,25.6208686828613,24.187068939209,21.5684833526611,24.5044574737549,24.2169704437256,23.2520523071289,25.8093128204346,23.0886116027832,26.0190315246582,23.8950424194336,23.9494895935059,22.5937747955322,23.792140324910466,23.9911600748698,24.972318649292003,23.479435602823898,-0.19901974995933358,0.8807772262382536,0.9744879240508083,1.4928830464681049,0.22545474708019164,0.7036062715682534,reviewed,LONM_HUMAN,"Lon protease homolog, mitochondrial (EC 3.4.21.53) (LONHs) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)",LONP1 PRSS15,Homo sapiens (Human),959
P36873,28.9704875946045,27.9371929168701,25.6757297515869,29.0787734985352,28.2847156524658,27.2169704437256,28.7194709777832,28.1114768981934,29.2444515228271,27.9814167022705,28.7864360809326,25.1680603027344,27.527803421020497,28.19348653157553,28.69179979960123,27.311971028645832,-0.6656831105550332,0.5818003083680929,0.9742140838941091,1.379828770955399,0.2944637088306914,0.7036062715682534,reviewed,PP1G_HUMAN,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (PP-1G) (EC 3.1.3.16) (Protein phosphatase 1C catalytic subunit),PPP1CC,Homo sapiens (Human),323
P37108,26.0954704284668,26.3152732849121,25.8623065948486,28.2215881347656,25.632007598877,25.9890193939209,27.7259845733643,26.4535617828369,28.4512042999268,27.4393634796143,26.6458148956299,26.4660663604736,26.091016769409165,26.614205042521167,27.543583552042666,26.850414911905933,-0.5231882731120017,0.5584947715656723,0.9742140838941091,0.693168640136733,0.35022792789973595,0.7036062715682534,reviewed,SRP14_HUMAN,Signal recognition particle 14 kDa protein (SRP14) (18 kDa Alu RNA-binding protein),SRP14,Homo sapiens (Human),136
P37802,30.3195858001709,30.0216808319092,28.5826206207275,31.4383716583252,30.2192802429199,30.0348567962646,30.6543769836426,29.5314807891846,30.3195858001709,29.872615814209,29.5370483398438,28.3494205474854,29.641295750935868,30.56416956583657,30.16848119099937,29.253028233846067,-0.9228738149007008,0.2542879618191411,0.9742140838941091,0.9154529571533025,0.1832106724135673,0.7036062715682534,reviewed,TAGL2_HUMAN,Transgelin-2 (Epididymis tissue protein Li 7e) (SM22-alpha homolog),TAGLN2 KIAA0120 CDABP0035,Homo sapiens (Human),199
P37840,23.5403785705566,20.0997734069824,19.3577766418457,23.9225234985352,21.9823837280273,22.931568145752,21.8484439849854,21.046875,23.1236896514893,20.8292407989502,20.9685287475586,17.6082534790039,20.999309539794904,22.9454917907715,22.00633621215823,19.802007675170902,-1.9461822509765945,0.23822130462703928,0.9742140838941091,2.2043285369873296,0.15339373894820613,0.7036062715682534,reviewed,SYUA_HUMAN,Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP),SNCA NACP PARK1,Homo sapiens (Human),140
P38159,26.0274925231934,25.0853748321533,24.931568145752,27.4861583709717,24.9933452606201,25.5521545410156,26.187068939209,26.9539356231689,27.37451171875,26.2151203155518,26.5696430206299,24.7337608337402,25.348145167032897,26.010552724202466,26.838505427042634,25.839508056640636,-0.6624075571695691,0.4691676686606058,0.9742140838941091,0.9989973704019981,0.20525435892816574,0.7036062715682534,reviewed,RBMX_HUMAN,"RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]",RBMX HNRPG RBMXP1,Homo sapiens (Human),391
P38398,28.3281726837158,27.9868507385254,26.529993057251,28.8263854980469,28.0083847045898,26.8263854980469,27.9202537536621,27.2978916168213,28.5165309906006,27.0813159942627,28.2579975128174,26.2588958740234,27.615005493164066,27.88705190022787,27.911558787028,27.1994031270345,-0.27204640706380445,0.7511118228460937,0.9742140838941091,0.7121556599934991,0.3530987197153207,0.7036062715682534,reviewed,BRCA1_HUMAN,Breast cancer type 1 susceptibility protein (EC 2.3.2.27) (RING finger protein 53) (RING-type E3 ubiquitin transferase BRCA1),BRCA1 RNF53,Homo sapiens (Human),1863
P38432,28.9895610809326,28.1064949035645,26.6180686950684,29.2935123443604,28.4433212280273,27.7259845733643,29.2006950378418,27.6997528076172,29.2307758331299,28.226188659668,28.8354511260986,26.9649925231934,27.904708226521834,28.487606048584002,28.710407892862964,28.008877436320002,-0.5828978220621686,0.5198376518217588,0.9742140838941091,0.7015304565429616,0.4011339434079525,0.7036062715682534,reviewed,COIL_HUMAN,Coilin (p80-coilin),COIL CLN80,Homo sapiens (Human),576
P38646,23.5983257293701,22.3457050323486,18.8905963897705,24.5754241943359,23.4169960021973,21.3142185211182,23.8764266967773,22.1456928253174,25.0894203186035,23.9846801757813,21.5969543457031,20.310079574585,21.611542383829732,23.1022129058838,23.703846613566068,21.963904698689802,-1.4906705220540672,0.4302646485484021,0.9742140838941091,1.7399419148762654,0.274180383390562,0.7036062715682534,reviewed,GRP75_HUMAN,"Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9) (Heat shock protein family A member 9) (Mortalin) (MOT) (Peptide-binding protein 74) (PBP74)",HSPA9 GRP75 HSPA9B mt-HSP70,Homo sapiens (Human),679
P38919,26.3611850738525,26.3811302185059,26.4040565490723,27.4551296234131,26.2058296203613,24.7076721191406,25.2961406707764,25.1292762756348,27.9371929168701,25.4202117919922,26.4409484863281,24.3169994354248,26.382123947143565,26.122877120971665,26.120869954427103,25.3927199045817,0.25924682617189987,0.7604977397074739,0.9742140838941091,0.7281500498454037,0.5431100910937792,0.7384153027231367,reviewed,IF4A3_HUMAN,"Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic initiation factor 4A-like NUK-34) (Eukaryotic translation initiation factor 4A isoform 3) (Nuclear matrix protein 265) (NMP 265) (hNMP 265) [Cleaved into: Eukaryotic initiation factor 4A-III, N-terminally processed]",EIF4A3 DDX48 KIAA0111,Homo sapiens (Human),411
P39023,29.8623065948486,29.3367099761963,27.5388984680176,30.3409595489502,29.6509571075439,28.4073028564453,29.4531688690186,28.203031539917,30.1238613128662,29.0110530853271,29.5609245300293,27.5462779998779,28.912638346354168,29.46640650431313,29.260020573933932,28.7060852050781,-0.5537681579589631,0.5727520069927765,0.9742140838941091,0.5539353688558322,0.5380589603015882,0.7365429323239517,reviewed,RL3_HUMAN,Large ribosomal subunit protein uL3 (60S ribosomal protein L3) (HIV-1 TAR RNA-binding protein B) (TARBP-B),RPL3 OK/SW-cl.32,Homo sapiens (Human),403
P39748,26.2076930999756,25.3678646087646,22.8499546051025,27.0813159942627,25.5135231018066,25.5550842285156,26.2076930999756,24.881103515625,26.6039943695068,24.7337608337402,25.9825057983398,23.0641460418701,24.808504104614233,26.049974441528303,25.897596995035798,24.5934708913167,-1.2414703369140696,0.33475956046046623,0.9742140838941091,1.3041261037190992,0.2593456878307088,0.7036062715682534,reviewed,FEN1_HUMAN,Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (DNase IV) (Flap structure-specific endonuclease 1) (Maturation factor 1) (MF1) (hFEN-1),FEN1 RAD2,Homo sapiens (Human),380
P39880,22.4048500061035,23.4551296234131,19.5356407165527,24.632007598877,22.4947261810303,23.0375823974609,23.8384590148926,21.5777320861816,22.8594646453857,23.9134216308594,23.3910007476807,19.8864135742188,21.798540115356435,23.388105392456065,22.758551915486635,22.3969453175863,-1.5895652770996307,0.2997543626064472,0.9742140838941091,0.3616065979003338,0.8120230620025838,0.8924285569912429,reviewed,CUX1_HUMAN,Homeobox protein cut-like 1 (CCAAT displacement protein) (CDP) (CDP/Cux p200) (Homeobox protein cux-1) [Cleaved into: CDP/Cux p110],CUX1 CUTL1,Homo sapiens (Human),1505
P40227,29.0137176513672,28.289119720459,27.3494205474854,29.9539356231689,28.6696605682373,26.6180686950684,27.7895488739014,25.9846801757813,29.4452953338623,27.3494205474854,28.1983547210693,26.8384590148926,28.217419306437204,28.41388829549153,27.73984146118167,27.462078094482433,-0.19646898905432764,0.8650310096812099,0.9744879240508083,0.2777633666992365,0.8088817639056652,0.8913616575418423,reviewed,TCPZ_HUMAN,T-complex protein 1 subunit zeta (TCP-1-zeta) (Acute morphine dependence-related protein 2) (CCT-zeta-1) (Chaperonin containing T-complex polypeptide 1 subunit 6A) (HTR3) (Tcp20),CCT6A CCT6 CCTZ,Homo sapiens (Human),531
P40939,24.498384475708,23.8480453491211,24.498384475708,25.5897808074951,23.3238868713379,22.318380355835,20.2243614196777,21.4998531341553,25.7129287719727,24.2316913604736,23.5754241943359,19.6186294555664,24.281604766845703,23.744016011556,22.479047775268565,22.475248336791964,0.5375887552897041,0.6164560195330724,0.9742140838941091,0.00379943847660158,0.9987028640985468,0.9987028640985468,reviewed,ECHA_HUMAN,"Trifunctional enzyme subunit alpha, mitochondrial (78 kDa gastrin-binding protein) (Monolysocardiolipin acyltransferase) (EC 2.3.1.-) (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]",HADHA HADH,Homo sapiens (Human),763
P41091,21.6178951263428,21.4422798156738,22.1142616271973,24.2961406707764,20.7015705108643,20.4438705444336,20.7608318328857,18.9241924285889,20.9316215515137,21.1205711364746,22.0112113952637,16.8211078643799,21.724812189737964,21.813860575358103,20.205548604329433,19.984296798706065,-0.0890483856201385,0.947030951875214,0.9810952184758015,0.22125180562336766,0.9042088406428253,0.9456581423361295,reviewed,IF2G_HUMAN,Eukaryotic translation initiation factor 2 subunit 3 (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma X) (eIF2-gamma X) (eIF2gX),EIF2S3 EIF2G,Homo sapiens (Human),472
P41223,20.5682735443115,21.8366947174072,18.5984554290771,23.7895488739014,20.6899070739746,20.8453464508057,20.783670425415,21.9405384063721,24.1332015991211,21.4352512359619,20.1347408294678,20.0253925323486,20.3344745635986,21.7749341328939,22.285803476969402,20.531794865926102,-1.4404595692952995,0.3554783009777869,0.9742140838941091,1.7540086110433002,0.18018229506366412,0.7036062715682534,reviewed,BUD31_HUMAN,Protein BUD31 homolog (Protein EDG-2) (Protein G10 homolog),BUD31 EDG2,Homo sapiens (Human),144
P41250,21.9427604675293,22.8111190795898,22.7895488739014,21.310079574585,22.1203689575195,19.7585754394531,20.0862236022949,19.8944149017334,20.9811992645264,20.8832683563232,21.394588470459,18.6943321228027,22.514476140340165,21.0630079905192,20.320612589518234,20.324062983194967,1.4514681498209647,0.12489244390363873,0.9742140838941091,-0.0034503936767329435,0.9971030565530699,0.9987028640985468,reviewed,GARS_HUMAN,Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1),GARS1 GARS,Homo sapiens (Human),739
P41252,26.8740825653076,26.5521545410156,23.246265411377,27.1889572143555,26.4753742218018,25.7050380706787,26.3031272888184,24.1565341949463,26.7129287719727,26.1134662628174,26.1718826293945,22.1703548431396,25.5575008392334,26.456456502278666,25.724196751912462,24.818567911783834,-0.8989556630452675,0.5073183384205839,0.9742140838941091,0.9056288401286281,0.5888619996467417,0.764465736106202,reviewed,SYIC_HUMAN,"Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)",IARS1 IARS,Homo sapiens (Human),1262
P42166,26.2039642333984,26.42822265625,23.3910007476807,23.4800052642822,25.4707279205322,26.5492191314697,26.0041027069092,24.3375606536865,27.2802963256836,26.0232677459717,25.5926342010498,18.593921661377,25.341062545776367,25.1666507720947,25.873986562093098,23.40327453613283,0.1744117736816655,0.9018355482173167,0.9747493766689096,2.4707120259602675,0.38815978114005834,0.7036062715682534,reviewed,LAP2A_HUMAN,"Lamina-associated polypeptide 2, isoform alpha (Thymopoietin isoform alpha) (TP alpha) (Thymopoietin-related peptide isoform alpha) (TPRP isoform alpha) [Cleaved into: Thymopoietin (TP) (Splenin); Thymopentin (TP5)]",TMPO LAP2,Homo sapiens (Human),694
P42167,31.0348567962646,30.3930473327637,29.2399082183838,31.4433212280273,30.3087787628174,30.0863857269287,31.1543636322021,30.7292308807373,31.6543769836426,30.3303127288818,31.0150470733643,29.3195858001709,30.22260411580403,30.61282857259113,31.179323832194,30.221648534138996,-0.3902244567870987,0.5928751220040622,0.9742140838941091,0.9576752980550047,0.162612927690249,0.7036062715682534,reviewed,LAP2B_HUMAN,"Lamina-associated polypeptide 2, isoforms beta/gamma (Thymopoietin, isoforms beta/gamma) (TP beta/gamma) (Thymopoietin-related peptide isoforms beta/gamma) (TPRP isoforms beta/gamma) [Cleaved into: Thymopoietin (TP) (Splenin); Thymopentin (TP5)]",TMPO LAP2,Homo sapiens (Human),454
P42285,25.3942756652832,24.581184387207,17.831750869751,25.6730346679688,22.8171424865723,24.3307399749756,24.5696430206299,24.3375606536865,26.3118133544922,22.2707061767578,24.8190937042236,22.5892086029053,22.602403640747067,24.273639043172235,25.07300567626953,23.226336161295567,-1.671235402425168,0.5457221356694902,0.9742140838941091,1.8466695149739643,0.14306785851415324,0.7036062715682534,reviewed,MTREX_HUMAN,Exosome RNA helicase MTR4 (EC 3.6.4.13) (ATP-dependent RNA helicase DOB1) (ATP-dependent RNA helicase SKIV2L2) (Superkiller viralicidic activity 2-like 2) (TRAMP-like complex helicase),MTREX DOB1 KIAA0052 MTR4 SKIV2L2,Homo sapiens (Human),1042
P42677,26.5433311462402,26.4298191070557,23.6757297515869,26.6594886779785,26.1680603027344,25.7389240264893,26.0567245483398,24.8623065948486,26.7129287719727,25.9338207244873,26.0380001068115,22.3266315460205,25.549626668294266,26.18882433573407,25.877319971720368,24.76615079243977,-0.6391976674398023,0.5476908121474706,0.9742140838941091,1.1111691792805978,0.45201900215744484,0.7036062715682534,reviewed,RS27_HUMAN,Small ribosomal subunit protein eS27 (40S ribosomal protein S27) (Metallopan-stimulin 1) (MPS-1),RPS27 MPS1,Homo sapiens (Human),84
P42695,22.5638370513916,22.4169960021973,19.6042194366455,23.4676208496094,22.3883743286133,23.5638370513916,22.3857440948486,20.7955074310303,23.8764266967773,20.8190937042236,21.4316062927246,20.5731143951416,21.528350830078136,23.1399440765381,22.352559407552064,20.941271464029935,-1.6115932464599645,0.19412753386540785,0.9742140838941091,1.4112879435221295,0.20194746732008806,0.7036062715682534,reviewed,CNDD3_HUMAN,Condensin-2 complex subunit D3 (Non-SMC condensin II complex subunit D3) (hCAP-D3),NCAPD3 CAPD3 KIAA0056,Homo sapiens (Human),1498
P42696,30.6372013092041,30.4919013977051,28.7324676513672,31.0608520507813,29.7973022460938,30.0216808319092,30.7691955566406,30.5014247894287,31.7533416748047,30.3827800750732,30.7533416748047,29.7786254882813,29.953856786092132,30.29327837626143,31.007987340291333,30.30491574605307,-0.33942159016929807,0.6642027443424524,0.9742140838941091,0.7030715942382635,0.2128761449455778,0.7036062715682534,reviewed,RBM34_HUMAN,RNA-binding protein 34 (RNA-binding motif protein 34),RBM34 KIAA0117,Homo sapiens (Human),430
P42704,27.3238868713379,24.967191696167,25.8288097381592,28.3281726837158,25.881103515625,24.4922828674316,25.6375465393066,25.0274925231934,27.8799362182617,25.6730346679688,26.8384590148926,25.4266242980957,26.039962768554698,26.233853022257467,26.181658426920567,25.979372660319033,-0.1938902537027687,0.8899783443013731,0.9747493766689096,0.20228576660153408,0.8450526309580487,0.9116212573363573,reviewed,LPPRC_HUMAN,"Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (GP130)",LRPPRC LRP130,Homo sapiens (Human),1394
P43243,29.2913188934326,28.6560821533203,27.5388984680176,30.4234218597412,28.5425930023193,27.9259223937988,29.2758636474609,28.2847156524658,30.9882068634033,29.1361389160156,28.8294143676758,28.7612915039063,28.495433171590168,28.963979085286436,29.51626205444333,28.908948262532565,-0.46854591369626775,0.6334699177761037,0.9742140838941091,0.6073137919107658,0.4890269834998919,0.721153236033767,reviewed,MATR3_HUMAN,Matrin-3,MATR3 KIAA0723,Homo sapiens (Human),847
P43246,24.8336429595947,24.8288097381592,20.8346061706543,24.1332015991211,24.7695121765137,21.7820339202881,23.8857650756836,24.1794967651367,25.246265411377,21.3187828063965,24.4861583709717,21.9207077026367,23.499019622802734,23.561582565307635,24.437175750732433,22.575216293334964,-0.06256294250490058,0.970910413117291,0.9872059995067619,1.861959457397468,0.15247722788128407,0.7036062715682534,reviewed,MSH2_HUMAN,DNA mismatch repair protein Msh2 (hMSH2) (MutS protein homolog 2),MSH2,Homo sapiens (Human),934
